Name,Experiences,Skills,Educations,Disqualified,Total_Experience_Years
Candidate 168,"Appointment Setter at American Income Life Insurance (Mar 2024 to N/A)  | Lead Generation Specialist at Premier Mortgage Consultants Of SWFL, Inc NMLS:388211 (Oct 2023 to Jun 2024)  | Virtual Assistant at Metamax (May 2023 to Oct 2023)  | Call Center Representative at Access Salud, C.A. (May 2022 to May 2023)",['none'],Tsu Radiocomunicaciones Aeronáuticas at Inter-University Centre for Astronomy and Astrophysics (Mar 2018 to Aug 2021),Yes,2.83
Candidate 169,Head of International Business at Snap It Go (Apr 2023 to Apr 2024)  | Demand Generation Specialist at Slashdot Media (Oct 2022 to Apr 2023)  | Marketing Manager at HalloSophia (Jun 2021 to Sep 2022)  | Interpreter at LanguageLine Solutions (Dec 2019 to May 2021),['none'],Negocios Internacionales/Comercio Internacional at Universidad Anáhuac México Norte (Jan 2017 to Jan 2021),Yes,4.17
Candidate 170,Hunter at Rappi (Mar 2022 to May 2022)  | Hunter at Rappi (Mar 2022 to Mar 2024)  | Asesor Automotriz at Renault (Feb 2021 to Feb 2022)  | Supervisor De Operaciones at Walmart de México y Centroamérica (Mar 2020 to Jan 2021)  | Key Account Manager at Piña Colada Agency (Mar 2017 to Jan 2019),['none'],Licenciatura Marketing at Universidad de Guanajuato (Apr 2021 to Sep 2024),Yes,5.83
Candidate 171,Senior Email Marketing Specialist at The Global Assist (Mar 2023 to N/A)  | Campaign Specialist at Wunderman Thompson (Sep 2022 to Feb 2023)  | Deployment Specialist at Cheetah Digital (Oct 2019 to Oct 2021)  | Customer Service Representative at Dialog Direct (May 2019 to Aug 2019)  | Customer Service Representative at Teleperformance (Jul 2017 to Apr 2018),['audience segmentation'],None,Yes,5.17
Candidate 172,Virtual Assistant at Jaad Logistics (Mar 2019 to N/A)  | Administrative Assistant at Chris Abugo & Co (Aug 2018 to Jul 2019)  | Administrative Assistant at Nwokolo & C (Feb 2017 to Jun 2017),['none'],Higher National Diploma  at ETH Zurich (Jul 2019 to May 2022)  | Bachelor Office Technology and Management at ETH Zurich (Jul 2016 to Aug 2018),Yes,7.0
Candidate 173,Sales Development Representative at - SMELTER.AI (Jan 2023 to Apr 2024)  | Sales Development Representative at CALLBOX (Jan 2023 to N/A)  | Receptionist at IBIS STYLES BOTAFOGO HOTEL (Jan 2022 to May 2022)  | Realtor at RELIANCE FUND (Jan 2022 to Oct 2022)  | Bilingual Consultant at HURB TRAVEL (Jan 2020 to Nov 2021)  | Receptionist at MERCURE ARPOADOR HOTEL (Jan 2020 to Apr 2020)  | Receptionist at ROYALTY COPACABANA HOTEL (Jun 2018 to Oct 2019)  | Receptionist at  (May 2017 to Apr 2018)  | Chief at Bellboy and Bellboy (Apr 2016 to May 2017),"['sales', 'english', 'oral communication', 'interpersonal skills', 'lead qualification', 'business-to-business (b2b)', 'sales processes']",None,No,9.67
Candidate 174,Senior Product Designer at Africa Prudential (Feb 2023 to Apr 2024)  | Senior Product Designer at Interswitch Group (Aug 2019 to Jan 2023)  | Product Designer at Guaranty Trust Bank (Apr 2015 to Jul 2019)  | Ui Designer at INITS (Mar 2015 to Nov 2018),['none'],Bachelor Time at University of Lagos (Aug 2001 to Apr 2008),Yes,12.5
Candidate 175,Senior Product at Nerdwallet (Nov 2020 to N/A)  | Senior Product Designer at Rightpoint (Apr 2019 to Jun 2020)  | Senior Product Designer at GTB (Jun 2018 to Apr 2019)  | Senior Product Designer at Perficient Digital Ann (Mar 2014 to Mar 2018)  | Senior Product Designer at Digitas (Dec 2012 to Mar 2014),['none'],Graphic Design at College for Creative Studies (Aug 1997 to Aug 1999),Yes,11.33
Candidate 176,Marketing Manager at  (Jan 2023 to N/A)  | Marketing Manager at Boyacá Pawnshop (Oct 2019 to Jul 2022)  | Customer Service Training at E. Jiménez y Asociados (May 2019 to May 2019)  | Digital Marketing Manager at Crypto Fund (Jan 2019 to Dec 2021)  | Sales Junior at Acerías de Colombia / Acesco (Feb 2018 to Sep 2018)  | Junior Assistant at Marketing Genius Gym S ocial s kills (Jan 2017 to Jul 2017)  | Event Promoter at Corona (Jan 2017 to Jan 2018)  | Content Lead at Compraventa Boyaca (May 2016 to N/A),['microsoft powerpoint'],E-Commerce  at Singularity University (Jul 2020 to Nov 2020),Yes,18.25
Candidate 177,Business Development Manager at Experis México (Jun 2023 to N/A)  | Business Solutions Manager at Bedu (Mar 2022 to Jun 2023)  | Inside Sales Coordinator at Bedu (Dec 2021 to Feb 2022)  | Senior Sales Executive at Bedu (Jan 2020 to Nov 2021)  | Coordinator Sales at AMED (Jan 2016 to Dec 2019),['none'],Licenciatura Psicología Industrial at Universidad Mexiquense del Bicentenario (Jan 2011 to Jan 2016),Yes,8.67
Candidate 178,Business Development Specialist at Lean Solutions Group (Jun 2024 to N/A)  | Lead Generation Specialist at Teleperformance (Nov 2022 to Jun 2024)  | Land Acquisition Manager at Ayala construcciones (Feb 2016 to Sep 2022),['none'],"Certificate Management at University of Palermo (Buenos Aires) (Jan 2019 to Jun 2019)  | Certificate Leadership and Development at University of Palermo (Buenos Aires) (Jan 2018 to Jun 2018)  | High School Diploma  at Politecnico Mayor Andino (N/A to Dec 2015)  |  Studying, Full Stack Web Developer at soyhenry (N/A to Mar 2023)",Yes,8.67
Candidate 179,Business Development Representative at BlueGrace Logistics (Aug 2024 to N/A)  | Sales Development Representative at RocketLevel (Feb 2024 to N/A)  | Account Executive at Rapido Solutions Group (May 2023 to Feb 2024)  | Senior Sales Development Representative at Paystand (Dec 2022 to May 2023)  | Sales Development Representative at Paystand (Jun 2021 to Dec 2022)  | Lead Generation Executive at Inventive SMi (Jan 2021 to Jun 2021),['none'],None,Yes,4.25
Candidate 180,Business Development Specialist at Embrace (Jun 2022 to Jun 2024)  | Owner at Thomson Reuters (Jun 2019 to Jun 2022)  | Sourcing Associate and Business at United Foods (Dec 2017 to Jul 2019)  | Manager at Proyecciones Bello Huerta C.A (Jan 2009 to May 2017),['none'],Bachelor of Business Administration Business Administration and Management at Universidad Rafael Belloso Chacín (Jan 2010 to Jan 2015),Yes,14.92
Candidate 181,Lead Generation Manager at GREENAPSIS (Mar 2024 to N/A)  | Analista De Prospectacion Digital at Sigma Foodservice (Oct 2022 to N/A)  | Coordinador De Operaciones at Impulso patrimonial (Mar 2021 to Dec 2021)  | Lider Comercial Y De Experiencia at THINK Workspace (Mar 2020 to Dec 2022),['none'],"Ingeniería Industrial Administrador, Ingeniero Industrial Administrador at Universidad Autónoma de Nuevo León (Aug 2017 to Jun 2022)",Yes,6.42
Candidate 182,Internet Marketing Consultant Social Engine Marketing at Rise Interactive (Jun 2023 to May 2024)  | Service Bdc Lead Management Specialist at Nissan Motor (Nov 2022 to May 2023)  | Customer Relationship Manager Support Assistant at ELOGIA (Viko Group) (Nov 2021 to Nov 2022)  | Senior Campaign Manager at Prospect.One (Oct 2020 to Nov 2021)  | Marketing at Alcatel mobile (Sep 2019 to Sep 2020),['none'],"Licenciatura, Mercadotecnia at University of La Rioja (Jan 2020 to Jan 2022)",Yes,3.5
Candidate 183,Sales Development Representative at Bioelements Group (May 2024 to N/A)  | Sales Development Representative at Jiffy Software (Sep 2023 to May 2024)  | Sales Manager at Inceptio (Sep 2021 to Sep 2023)  | Marketing at Costco México (Feb 2018 to Feb 2020),['none'],"Marketing at UNIR México (Oct 2022 to Sep 2024)  |  Negocios Internacionales, Negocios Internacionales/Comercio Internacional at Universidad La Salle (Jan 2016 to Jan 2020)  | Certification Business Analytics at University of Miami (N/A to Apr 2024)",Yes,5.25
Candidate 184,Director of Design at  (Nov 2021 to N/A)  | Manager at Contour Airlines (Nov 2016 to Sep 2021),['none'],Bachelor of Business Administration Entrepreneurship at Belmont University (Aug 2011 to May 2016),Yes,7.92
Candidate 185,Today Full Stack Developer at Local Labs (Dec 2021 to N/A)  | Fullstack Developer at IRIS DIGITAL WEALTH (Oct 2020 to N/A)  | Internet Technology and Systems at SHOULDA MATCHERS (Jan 2020 to N/A)  | Backend Ruby on Rails at FRACTAL (Oct 2019 to N/A),['none'],None,Yes,17.25
Candidate 186,"Backend Ruby on Rails at Impulso (Nov 2020 to N/A)  | Fullstack Developer at Iris Digital Wealth (Nov 2019 to Oct 2020)  | Back-End Ruby on Rails at Fractal Tecnologia (Aug 2018 to Oct 2019)  | Web Developer and Writer at Mestre Sem Player (May 2017 to Sep 2017)  | Game Developer at Tempo Livre Games (Apr 2017 to Oct 2017)  | Web Developer and Intern at Instituto Federal De Educação, Ciência E Tecnologia Da Paraiba (Aug 2016 to Jul 2018)","['shell', 'hack', 'ruby', 'python', 'c#', 'php', 'html', 'javascript', 'java']",at Federal University of Paraíba (Jan 2014 to Jan 2018),No,8.92
Candidate 187,Representative at Pluria (Jan 2024 to N/A)  | Customer Success Executive Middle Market Enterprise at HSBC (Feb 2023 to Jan 2024)  | Lead Generation Mexico at Slang (Apr 2021 to Apr 2022),['none'],"Economía Industrial, Finanzas, General at School of Architecture, UNAM (Jan 2017 to Jan 2021)",Yes,2.83
Candidate 188,Sales Executive at Slang (Jan 2024 to May 2024)  | Business Development Representative Ii at Slang (Jan 2023 to Jan 2024)  | Lead Generation Analyst Iii at Slang (Apr 2022 to Jan 2023)  | Lead Generation Analyst Ii at Slang (Aug 2021 to Apr 2022)  | Lead Generation Analyst at Slang (Jan 2021 to Aug 2021)  | Associate Project Manager at Sermo (Aug 2020 to Oct 2020)  | Internship Trainee at Holiday Systems International (Jul 2019 to Mar 2020)  | Analista De Investigación De Neuromarketing at Granjas Ryc (Feb 2018 to May 2018),['none'],Bachelor'S Marketing at Monterrey Institute of Technology and Higher Education (Jan 2014 to Jan 2018)  | Diploma Relaciones Públicas at Complutense University of Madrid (N/A to N/A),Yes,4.42
Candidate 189,Sales Development Representative at Wise Athena (Sep 2022 to N/A)  | Executive at Aira (Jan 2021 to Aug 2022)  | Sales Marketing Assistant at Datateam (Aug 2018 to Feb 2020)  | Asistente De Dirección at Museo Franz Mayer (Aug 2016 to Jun 2017),['none'],Social Media and Multimedia at Faculty of Arts and Design (Jan 2017 to Jan 2017)  | Licenciatura Comunicación at National Autonomous University of Mexico (Jan 2013 to Jan 2017),Yes,6.17
Candidate 190,Lead Generation Specialist at PowDevs (Oct 2021 to N/A)  | Sales Representative at Teleperformance (Jun 2020 to Jun 2021),['none'],Licenciatura Economía at National Autonomous University of Mexico (Aug 2018 to Jun 2022),Yes,4.17
Candidate 191,Account Manager at Blue People (Jan 2022 to N/A)  | Inside Sales at Blue People (Feb 2021 to Jan 2022),['none'],"Certified Cloud Practitioner at Udemy for Business (Jan 2021 to Jan 2021)  |  Lic. Administración De Empresas, Ventas at TecMilenio University (N/A to N/A)",Yes,3.83
Candidate 192,Lead Generation Specialist at Pulsar (Jan 2024 to N/A)  | Jefe Regional at BEXA (Jun 2023 to Dec 2023)  | Sales Development Representative at Clivi Health (Dec 2021 to Jun 2023)  | Lead Generation Specialist at Exitus Capital (Jun 2020 to Dec 2021)  | Sales Development Representative at Moons (Jan 2019 to Jun 2020)  | Ejecutivo De Cuenta at Citibanamex (Jun 2017 to Jan 2019),['none'],"Maestría, Finanzas at Universidad Latinoamericana (Sep 2023 to Jan 2025)  | Licenciatura Negocios Internacionales at Universidad Latinoamericana (Jan 2014 to Jan 2019)",Yes,7.42
Candidate 193,Key Account Marketing Manager at  (Aug 2024 to N/A)  | Key Account Manager at Cisco Systems (Jan 2019 to Dec 2023)  | Marketing at AIESEC (Jan 2018 to Mar 2018)  | Technical Support and Customer Service Representative at Uber (Jan 2018 to Dec 2019),"['microsoft excel', 'english', 'communication', 'lead generation', 'customer relationship management (crm)', 'lead qualification', 'linkedin sales navigator', 'business-to-business (b2b)']",Bachelor Marketing and Advertising at Universidad Politécnico Grancolombiano (N/A to Dec 2019),Yes,7.33
Candidate 194,Creator and Digital Marketer at Freelancer (Apr 2024 to N/A)  | Account Executive at Panna Ventures (N/A to N/A)  | Research Analyst at EVAH (N/A to N/A)  | Research Associate at CHU de (N/A to N/A)  | Senior Analyst at Guard RX (N/A to N/A),['none'],Bachelor'S Microbiology and Immunology at Université de Montréal (N/A to Jan 2018),Yes,0.67
Candidate 195,Unity Xr Software Architect at EffectiveSoft (Aug 2023 to N/A)  | Developer at Merlyn Labs (Sep 2022 to Apr 2023)  | Lead Unity Developer at SAVR (Jul 2021 to Oct 2021)  | Lead Unity Developer at Kreitech Software (Jul 2021 to Nov 2022)  | Senior Unity Developer at Zealot (Dec 2020 to Jul 2021)  | Senior Unity Developer at Shaman Development Studio (Jun 2019 to N/A)  | Unity Developer at TreeView Studios (May 2019 to N/A)  | Unity Developer at Koins (Aug 2016 to Nov 2017)  | Unity Developer at KidBox (Jan 2015 to N/A),"['android', 'mobile games', 'c#', 'programming', 'unity', 'javascript', 'object-oriented programming (oop)', 'react.js']",Development at Video Game Developer (N/A to Jan 2017),Yes,26.33
Candidate 196,Appointment Setter at Sublime Marketing (Mar 2023 to N/A)  | Server at Don Juan’s Mexican kitchen (Apr 2016 to Mar 2020)  | Costumer Service at WILDFIN NORTHWEST (N/A to N/A),['none'],None,Yes,5.67
Candidate 197,Sales Development Representative at Cargobot (N/A to N/A),['none'],None,Yes,0.0
Candidate 198,Appointment Setter at Highthrive Digital (May 2023 to N/A)  | Sales Development Representative at Vensure Employer Services (May 2022 to Jul 2023),['none'],at National University of Córdoba (N/A to N/A),Yes,2.75
Candidate 199,at Grupo120 (N/A to N/A),['none'],None,Yes,0.0
